producto_id,nombre,categoria,precio
219,Prod 0119,Accesorios,5650.00
220,Prod 0120,Accesorios,10040.00
221,Prod 0121,Gaming,117750.00
222,Prod 0122,Computación,189740.00
223,Prod 0123,Redes,142450.00
224,Prod 0124,Accesorios,13520.00
225,Prod 0125,Redes,11760.00
226,Prod 0126,Computación,20790.00
227,Prod 0127,Smart Home,29820.00
228,Prod 0128,Oficina,5150.00
229,Prod 0129,Oficina,6310.00
230,Prod 0130,Accesorios,7900.00
231,Prod 0131,Audio,139620.00
232,Prod 0132,Oficina,81760.00
233,Prod 0133,Redes,13880.00
234,Prod 0134,Video,303760.00
235,Prod 0135,Smart Home,51250.00
236,Prod 0136,Gaming,135270.00
237,Prod 0137,Smart Home,157440.00
238,Prod 0138,Oficina,98830.00
239,Prod 0139,Audio,10950.00
240,Prod 0140,Oficina,52930.00
241,Prod 0141,Audio,11280.00
242,Prod 0142,Accesorios,15830.00
243,Prod 0143,Accesorios,14340.00
244,Prod 0144,Smart Home,35300.00
245,Prod 0145,Smart Home,143510.00
246,Prod 0146,Gaming,26050.00
247,Prod 0147,Computación,390690.00
248,Prod 0148,Gaming,20200.00
249,Prod 0149,Audio,45220.00
250,Prod 0150,Smart Home,10570.00
251,Prod 0151,Video,95710.00
252,Prod 0152,Computación,126540.00
253,Prod 0153,Oficina,6350.00
254,Prod 0154,Audio,31920.00
255,Prod 0155,Redes,40320.00
256,Prod 0156,Audio,20540.00
257,Prod 0157,Gaming,48330.00
258,Prod 0158,Gaming,262080.00
259,Prod 0159,Accesorios,14080.00
260,Prod 0160,Oficina,15390.00
261,Prod 0161,Computación,716760.00
262,Prod 0162,Audio,135690.00
263,Prod 0163,Accesorios,25640.00
264,Prod 0164,Audio,114610.00
265,Prod 0165,Gaming,33420.00
266,Prod 0166,Redes,82530.00
267,Prod 0167,Computación,348650.00
268,Prod 0168,Accesorios,3600.00
269,Prod 0169,Oficina,16860.00
270,Prod 0170,Gaming,233500.00
271,Prod 0171,Accesorios,2890.00
272,Prod 0172,Video,41850.00
273,Prod 0173,Accesorios,3120.00
274,Prod 0174,Accesorios,5550.00
275,Prod 0175,Smart Home,124300.00
276,Prod 0176,Smart Home,20550.00
277,Prod 0177,Computación,208240.00
278,Prod 0178,Redes,144780.00
279,Prod 0179,Oficina,81180.00
280,Prod 0180,Smart Home,11220.00
281,Prod 0181,Smart Home,6860.00
282,Prod 0182,Computación,51250.00
283,Prod 0183,Redes,23890.00
284,Prod 0184,Oficina,17010.00
285,Prod 0185,Accesorios,3460.00
286,Prod 0186,Computación,12090.00
287,Prod 0187,Accesorios,4960.00
288,Prod 0188,Oficina,102000.00
289,Prod 0189,Redes,46640.00
290,Prod 0190,Oficina,49250.00
291,Prod 0191,Smart Home,35520.00
292,Prod 0192,Computación,47220.00
293,Prod 0193,Smart Home,41920.00
294,Prod 0194,Accesorios,5970.00
295,Prod 0195,Computación,206320.00
296,Prod 0196,Audio,41650.00
297,Prod 0197,Smart Home,24920.00
298,Prod 0198,Gaming,47730.00
299,Prod 0199,Accesorios,6150.00
300,Prod 0200,Redes,26460.00
301,Prod 0201,Video,158990.00
302,Prod 0202,Video,257860.00
303,Prod 0203,Audio,49120.00
304,Prod 0204,Smart Home,36570.00
305,Prod 0205,Redes,6990.00
306,Prod 0206,Accesorios,13660.00
307,Prod 0207,Accesorios,21190.00
308,Prod 0208,Audio,4390.00
309,Prod 0209,Accesorios,37940.00
310,Prod 0210,Oficina,21260.00
311,Prod 0211,Accesorios,15860.00
312,Prod 0212,Computación,95690.00
313,Prod 0213,Accesorios,2440.00
314,Prod 0214,Gaming,257420.00
315,Prod 0215,Oficina,59340.00
316,Prod 0216,Accesorios,2670.00
317,Prod 0217,Video,12280.00
318,Prod 0218,Accesorios,30510.00
319,Prod 0219,Oficina,21330.00
320,Prod 0220,Video,153830.00
321,Prod 0221,Redes,150490.00
322,Prod 0222,Video,122850.00
323,Prod 0223,Computación,392700.00
324,Prod 0224,Video,393890.00
325,Prod 0225,Video,63140.00
326,Prod 0226,Accesorios,23640.00
327,Prod 0227,Smart Home,87980.00
328,Prod 0228,Video,130150.00
329,Prod 0229,Smart Home,28060.00
330,Prod 0230,Smart Home,13650.00
331,Prod 0231,Redes,15720.00
332,Prod 0232,Oficina,7760.00
333,Prod 0233,Accesorios,5280.00
334,Prod 0234,Audio,58870.00
335,Prod 0235,Oficina,18690.00
336,Prod 0236,Redes,34950.00
337,Prod 0237,Computación,15590.00
338,Prod 0238,Computación,61600.00
339,Prod 0239,Gaming,232260.00
340,Prod 0240,Computación,88950.00
341,Prod 0241,Redes,14580.00
342,Prod 0242,Computación,432310.00
343,Prod 0243,Computación,115040.00
344,Prod 0244,Accesorios,7450.00
345,Prod 0245,Smart Home,27660.00
346,Prod 0246,Gaming,60870.00
347,Prod 0247,Computación,251200.00
348,Prod 0248,Video,431600.00
349,Prod 0249,Gaming,268150.00
350,Prod 0250,Gaming,25430.00
351,Prod 0251,Computación,21220.00
352,Prod 0252,Video,21040.00
353,Prod 0253,Smart Home,22670.00
354,Prod 0254,Accesorios,6680.00
355,Prod 0255,Redes,76500.00
356,Prod 0256,Computación,38610.00
357,Prod 0257,Computación,34620.00
358,Prod 0258,Oficina,22290.00
359,Prod 0259,Gaming,349910.00
360,Prod 0260,Redes,11170.00
361,Prod 0261,Oficina,59870.00
362,Prod 0262,Gaming,173210.00
363,Prod 0263,Accesorios,2890.00
364,Prod 0264,Gaming,118410.00
365,Prod 0265,Accesorios,2270.00
366,Prod 0266,Oficina,30020.00
367,Prod 0267,Accesorios,6910.00
368,Prod 0268,Smart Home,88320.00
369,Prod 0269,Audio,40150.00
370,Prod 0270,Oficina,59220.00
371,Prod 0271,Audio,157380.00
372,Prod 0272,Oficina,31450.00
373,Prod 0273,Smart Home,45190.00
374,Prod 0274,Computación,63480.00
375,Prod 0275,Accesorios,1930.00
376,Prod 0276,Accesorios,2100.00
377,Prod 0277,Smart Home,118320.00
378,Prod 0278,Oficina,62800.00
379,Prod 0279,Gaming,54030.00
380,Prod 0280,Computación,193080.00
381,Prod 0281,Oficina,24960.00
382,Prod 0282,Redes,5230.00
383,Prod 0283,Computación,379350.00
384,Prod 0284,Oficina,19830.00
385,Prod 0285,Redes,48770.00
386,Prod 0286,Video,181010.00
387,Prod 0287,Computación,25140.00
388,Prod 0288,Smart Home,52010.00
389,Prod 0289,Video,67080.00
390,Prod 0290,Smart Home,18580.00
391,Prod 0291,Accesorios,22940.00
392,Prod 0292,Oficina,12130.00
393,Prod 0293,Video,27140.00
394,Prod 0294,Video,103100.00
395,Prod 0295,Computación,49290.00
396,Prod 0296,Video,325930.00
397,Prod 0297,Audio,25590.00
398,Prod 0298,Redes,87220.00
399,Prod 0299,Redes,13620.00
400,Prod 0300,Smart Home,42130.00
401,Prod 0301,Accesorios,1990.00
402,Prod 0302,Computación,93390.00
403,Prod 0303,Accesorios,14480.00
404,Prod 0304,Video,62650.00
405,Prod 0305,Gaming,26100.00
406,Prod 0306,Accesorios,5660.00
407,Prod 0307,Accesorios,4100.00
408,Prod 0308,Redes,27260.00
409,Prod 0309,Redes,22970.00
410,Prod 0310,Redes,17640.00
411,Prod 0311,Video,30320.00
412,Prod 0312,Smart Home,13470.00
413,Prod 0313,Accesorios,4230.00
414,Prod 0314,Audio,8290.00
415,Prod 0315,Video,31020.00
416,Prod 0316,Smart Home,186790.00
417,Prod 0317,Accesorios,3970.00
418,Prod 0318,Redes,9510.00
419,Prod 0319,Gaming,151750.00
420,Prod 0320,Audio,11360.00
421,Prod 0321,Gaming,97470.00
422,Prod 0322,Audio,45350.00
423,Prod 0323,Video,15220.00
424,Prod 0324,Gaming,103420.00
425,Prod 0325,Video,70990.00
426,Prod 0326,Redes,9680.00
427,Prod 0327,Gaming,41200.00
428,Prod 0328,Video,15950.00
429,Prod 0329,Oficina,17870.00
430,Prod 0330,Oficina,31290.00
431,Prod 0331,Gaming,30880.00
432,Prod 0332,Smart Home,8090.00
433,Prod 0333,Accesorios,2210.00
434,Prod 0334,Computación,153130.00
435,Prod 0335,Accesorios,19150.00
436,Prod 0336,Computación,79590.00
437,Prod 0337,Video,33790.00
438,Prod 0338,Computación,43270.00
439,Prod 0339,Gaming,114500.00
440,Prod 0340,Oficina,101590.00
441,Prod 0341,Accesorios,11700.00
442,Prod 0342,Smart Home,60800.00
443,Prod 0343,Audio,9970.00
444,Prod 0344,Oficina,8220.00
445,Prod 0345,Computación,79590.00
446,Prod 0346,Video,32950.00
447,Prod 0347,Accesorios,3860.00
448,Prod 0348,Smart Home,70590.00
449,Prod 0349,Video,13380.00
450,Prod 0350,Accesorios,31160.00
451,Prod 0351,Accesorios,6060.00
452,Prod 0352,Accesorios,12580.00
453,Prod 0353,Smart Home,108900.00
454,Prod 0354,Oficina,6040.00
455,Prod 0355,Smart Home,48340.00
456,Prod 0356,Smart Home,27990.00
457,Prod 0357,Video,167720.00
458,Prod 0358,Computación,628830.00
459,Prod 0359,Video,60030.00
460,Prod 0360,Gaming,255040.00
461,Prod 0361,Redes,43500.00
462,Prod 0362,Gaming,25970.00
463,Prod 0363,Gaming,349570.00
464,Prod 0364,Smart Home,45260.00
465,Prod 0365,Audio,23980.00
466,Prod 0366,Video,425520.00
467,Prod 0367,Audio,177920.00
468,Prod 0368,Computación,172570.00
469,Prod 0369,Video,528600.00
470,Prod 0370,Video,41560.00
471,Prod 0371,Redes,15800.00
472,Prod 0372,Oficina,76350.00
473,Prod 0373,Redes,21860.00
474,Prod 0374,Video,32550.00
475,Prod 0375,Computación,365640.00
476,Prod 0376,Gaming,73520.00
477,Prod 0377,Redes,12350.00
478,Prod 0378,Oficina,109150.00
479,Prod 0379,Computación,453630.00
480,Prod 0380,Gaming,131380.00
481,Prod 0381,Video,54300.00
482,Prod 0382,Accesorios,8230.00
483,Prod 0383,Video,129440.00
484,Prod 0384,Gaming,35810.00
485,Prod 0385,Audio,136680.00
486,Prod 0386,Video,368370.00
487,Prod 0387,Video,16440.00
488,Prod 0388,Accesorios,15420.00
489,Prod 0389,Smart Home,41400.00
490,Prod 0390,Computación,17750.00
491,Prod 0391,Oficina,21670.00
492,Prod 0392,Oficina,39170.00
493,Prod 0393,Audio,26670.00
494,Prod 0394,Smart Home,35740.00
495,Prod 0395,Smart Home,25760.00
496,Prod 0396,Video,553380.00
497,Prod 0397,Accesorios,6720.00
498,Prod 0398,Audio,17230.00
499,Prod 0399,Audio,107270.00
500,Prod 0400,Smart Home,90120.00
501,Prod 0401,Computación,50010.00
502,Prod 0402,Smart Home,106600.00
503,Prod 0403,Smart Home,76530.00
504,Prod 0404,Video,345590.00
505,Prod 0405,Video,90710.00
506,Prod 0406,Redes,16460.00
507,Prod 0407,Computación,81220.00
508,Prod 0408,Redes,112810.00
509,Prod 0409,Accesorios,9810.00
510,Prod 0410,Accesorios,24930.00
511,Prod 0411,Computación,14410.00
512,Prod 0412,Video,179470.00
513,Prod 0413,Computación,60720.00
514,Prod 0414,Audio,26360.00
515,Prod 0415,Gaming,28710.00
516,Prod 0416,Redes,112850.00
517,Prod 0417,Video,15040.00
518,Prod 0418,Video,10650.00
519,Prod 0419,Audio,19050.00
520,Prod 0420,Audio,5320.00
521,Prod 0421,Smart Home,19670.00
522,Prod 0422,Computación,183830.00
523,Prod 0423,Redes,106040.00
524,Prod 0424,Computación,659850.00
525,Prod 0425,Video,355820.00
526,Prod 0426,Gaming,117100.00
527,Prod 0427,Accesorios,11920.00
528,Prod 0428,Smart Home,198200.00
529,Prod 0429,Oficina,19860.00
530,Prod 0430,Oficina,56030.00
531,Prod 0431,Oficina,20480.00
532,Prod 0432,Smart Home,142550.00
533,Prod 0433,Gaming,50610.00
534,Prod 0434,Gaming,46310.00
535,Prod 0435,Redes,23400.00
536,Prod 0436,Accesorios,8580.00
537,Prod 0437,Audio,7640.00
538,Prod 0438,Oficina,34690.00
539,Prod 0439,Computación,161990.00
540,Prod 0440,Accesorios,7690.00
541,Prod 0441,Audio,9680.00
542,Prod 0442,Smart Home,30060.00
543,Prod 0443,Gaming,262060.00
544,Prod 0444,Video,400390.00
545,Prod 0445,Audio,5300.00
546,Prod 0446,Redes,172210.00
547,Prod 0447,Smart Home,56390.00
548,Prod 0448,Computación,217900.00
549,Prod 0449,Video,318480.00
550,Prod 0450,Accesorios,39920.00
551,Prod 0451,Video,15480.00
552,Prod 0452,Computación,132530.00
553,Prod 0453,Smart Home,194940.00
554,Prod 0454,Smart Home,6480.00
555,Prod 0455,Computación,38000.00
556,Prod 0456,Gaming,271000.00
557,Prod 0457,Video,302630.00
558,Prod 0458,Smart Home,91100.00
559,Prod 0459,Accesorios,11010.00
560,Prod 0460,Redes,10960.00
561,Prod 0461,Accesorios,11520.00
562,Prod 0462,Audio,43720.00
563,Prod 0463,Gaming,48420.00
564,Prod 0464,Video,11460.00
565,Prod 0465,Redes,68980.00
566,Prod 0466,Oficina,90040.00
567,Prod 0467,Redes,72820.00
568,Prod 0468,Audio,8590.00
569,Prod 0469,Redes,33510.00
570,Prod 0470,Smart Home,110370.00
571,Prod 0471,Smart Home,147960.00
572,Prod 0472,Video,525000.00
573,Prod 0473,Smart Home,82240.00
574,Prod 0474,Redes,89250.00
575,Prod 0475,Video,515430.00
576,Prod 0476,Audio,70600.00
577,Prod 0477,Accesorios,25270.00
578,Prod 0478,Computación,697260.00
579,Prod 0479,Redes,6910.00
580,Prod 0480,Computación,12720.00
581,Prod 0481,Oficina,21220.00
582,Prod 0482,Smart Home,46600.00
583,Prod 0483,Redes,7370.00
584,Prod 0484,Accesorios,7050.00
585,Prod 0485,Redes,132860.00
586,Prod 0486,Accesorios,12580.00
587,Prod 0487,Video,414030.00
588,Prod 0488,Smart Home,58460.00
589,Prod 0489,Oficina,7800.00
590,Prod 0490,Gaming,47790.00
591,Prod 0491,Video,16090.00
592,Prod 0492,Accesorios,27620.00
593,Prod 0493,Audio,17560.00
594,Prod 0494,Redes,55260.00
595,Prod 0495,Computación,141400.00
596,Prod 0496,Audio,116370.00
597,Prod 0497,Oficina,70740.00
598,Prod 0498,Computación,619340.00
599,Prod 0499,Smart Home,6730.00
600,Prod 0500,Redes,10890.00
